"draw","cumulative","peakDebt","breakEven","year10Cost","northGrowth","southGrowth","ukPensionShare","ukDebtShare","reratingScope","interestRate","taxMultiplier","investmentOutputReturn","oneOffTransitionCost"
"1045","331.69","232.18","","12.9","3.3959","2.4139","62.7855","62.7855","51.5542","3.5964","0.5258","0.0769","4.8062"
"1046","326.79","228.75","","12.55","3.3884","2.4933","67.4828","67.4828","52.438","3.5807","0.502","0.0767","5.6297"
"1047","422.11","295.48","","16.45","3.9672","2.8399","41.4999","41.4999","70.5156","3.1607","0.398","0.0937","6.1273"
"1048","322.7","225.89","","12.58","3.6493","2.5854","65.3645","65.3645","56.5869","3.5256","0.4744","0.0844","6.2588"
"1049","293.53","205.47","","11.58","3.9248","3.1416","67.6257","67.6257","49.3046","2.6132","0.3075","0.0925","4.9595"
"1050","175.11","122.58","","6.79","3.2332","2.5589","100","100","31.6235","3.5917","0.4823","0.0722","6.5202"
"1051","174.39","122.07","","7.5","3.5473","2.5853","82.5575","82.5575","26.6479","3.0389","0.4744","0.0814","1.9746"
"1052","142.48","99.73","","6.21","3.1149","1.8863","96.7955","96.7955","34.8536","4.4219","0.6841","0.0687","5.6865"
"1053","321","224.7","","12.17","3.7759","2.6437","75.9602","75.9602","67.8726","3.8888","0.4569","0.0881","10.1606"
"1054","203.75","142.63","","7.63","2.937","2.2435","100","100","37.2268","4.156","0.5769","0.0635","7.6691"
"1055","135.74","95.02","","6.22","3.6463","2.4144","89.7634","89.7634","30.5687","3.4816","0.5257","0.0843","3.8021"
"1056","242.62","169.83","","10.81","4.3819","2.6042","58.3705","58.3705","55.0541","3.355","0.4687","0.1059","4.985"
"1057","-5.34","22.54","12","1.98","4.3871","2.5159","100","100","25","3.3548","0.4952","0.106","3.9143"
"1058","171.75","120.22","","6.69","3.1337","2.3989","100","100","30.8197","3.8418","0.5303","0.0693","6.7846"
"1059","179.79","125.85","","8.38","4.1773","2.4405","73.948","73.948","47.9428","3.6394","0.5179","0.0999","5.5065"
"1060","396.95","277.87","","15","3.3227","2.5177","56.4679","56.4679","59.3034","3.5512","0.4947","0.0748","5.6651"
"1061","386.96","270.87","","15.59","3.9725","2.5937","38.6957","38.6957","63.2421","3.2747","0.4719","0.0939","4.1516"
"1062","43.86","34.63","20","3.26","3.9946","2.4557","100","100","25","3.5616","0.5133","0.0945","5.0067"
"1063","271.77","190.24","","11.97","4.2618","2.4003","51.9663","51.9663","57.9301","3.6098","0.5299","0.1023","4.7601"
"1064","344.76","241.33","","12.7","2.7948","2.5139","73.8138","73.8138","43.4905","3.4251","0.4958","0.0593","4.5091"
"1065","690.8","483.56","","24.19","2.07","2.1562","31.3312","31.3312","77.7148","4.126","0.6031","0.0381","6.3494"
"1066","455.8","319.06","","15.88","2.2871","2.6548","74.3476","74.3476","56.7768","3.5716","0.4536","0.0444","7.5035"
"1067","383.12","268.18","","13.94","2.927","2.9127","71.8101","71.8101","50.8415","3.03","0.3762","0.0632","5.858"
"1068","319.16","223.41","","13.69","4.676","3.0512","38.6945","38.6945","61.2855","2.5967","0.3346","0.1145","3.721"
"1069","238.78","167.15","","9.37","3.328","2.1759","86.0769","86.0769","49.9381","4.2376","0.5972","0.075","7.5697"
"1070","585.31","409.72","","21.86","3.1195","2.4846","19.9958","19.9958","73.8545","3.4056","0.5046","0.0688","3.9822"
"1071","430.19","301.14","","15.98","2.7364","2.2785","53.1589","53.1589","50.4589","3.6087","0.5665","0.0576","3.2761"
"1072","276.42","193.49","","10.98","3.6588","2.3118","74.781","74.781","58.2396","4.0865","0.5565","0.0847","7.8834"
"1073","142.34","99.64","","6.21","3.8542","2.7174","94.4741","94.4741","35.9737","3.2718","0.4348","0.0904","5.6221"
"1074","307.32","215.12","","11.29","2.8364","2.1473","82.9315","82.9315","48.6547","4.197","0.6058","0.0605","6.8662"
"1075","308.91","216.24","","12.99","4.0695","2.3751","51.213","51.213","60.3472","3.6934","0.5375","0.0967","5.191"
"1076","208.3","145.81","","9.16","4.279","3.0215","67.2924","67.2924","38.5151","2.5036","0.3436","0.1029","2.5412"
"1077","145.45","101.82","","5.99","2.9828","2.2522","100","100","25","3.5669","0.5743","0.0648","2.5908"
"1078","742.71","519.9","","24.98","1.5342","2.0128","43.5245","43.5245","82.9807","4.6404","0.6461","0.0223","9.1408"
"1079","136.41","95.49","","5.72","3.2131","2.4243","100","100","25","3.4206","0.5227","0.0716","3.3854"
"1080","566.03","396.22","","21.06","2.4236","2.0971","23.3297","23.3297","54.6045","3.5078","0.6209","0.0484","0.1937"
"1081","112.14","78.49","","6.22","4.1827","2.2514","82.8434","82.8434","43.6864","3.9283","0.5746","0.1","5.7613"
"1082","267.82","187.47","","9.75","2.7816","2.1529","93.1443","93.1443","45.7186","4.2714","0.6041","0.0589","7.5878"
"1083","275.24","192.67","","10.6","3.0843","2.3083","77.7711","77.7711","41.0129","3.7061","0.5575","0.0678","4.4939"
"1084","502.34","351.64","","18.98","3.7058","2.3174","36.6741","36.6741","84.3518","4.1516","0.5548","0.086","8.5251"
"1085","134.25","93.97","","5.6","3.546","2.7706","100","100","25","3.1232","0.4188","0.0813","4.9581"
"1086","-12.55","22.69","12","1.79","4.5442","2.5838","100","100","25.9645","3.4085","0.4749","0.1106","5.2086"
"1087","217.22","152.05","","9.02","3.729","2.8277","75.4854","75.4854","33.4144","2.7671","0.4017","0.0867","2.5162"
"1088","317.11","221.97","","11.49","2.3073","2.6813","83.5551","83.5551","27.572","2.9451","0.4456","0.045","2.3115"
"1089","173.64","121.55","","6.71","3.0534","2.5971","100","100","25","3.2778","0.4709","0.0669","4.2193"
"1090","19.6","32.99","16","3.08","4.7744","2.7201","92.9456","92.9456","34.4154","3.2058","0.434","0.1174","5.0745"
"1091","182.83","127.98","","7.08","3.5357","2.9398","99.202","99.202","35.2585","3.02","0.368","0.081","6.0978"
"1092","129.63","90.74","","6.87","4.1156","2.3483","74.637","74.637","34.8066","3.4482","0.5455","0.0981","2.7088"
"1093","138.82","97.17","","5.73","3.4749","2.7369","100","100","25","3.145","0.4289","0.0793","4.7424"
"1094","475.64","332.95","","17.19","2.7539","2.2555","55.2021","55.2021","63.5012","3.9974","0.5733","0.0581","6.4191"
"1095","88.48","65.68","22","5.72","4.3568","2.2244","81.6562","81.6562","44.2359","3.9611","0.5827","0.1051","5.7232"
"1096","378.66","265.06","","14.75","3.1471","1.8602","51.7765","51.7765","55.511","4.2891","0.692","0.0696","4.2025"
"1097","278.95","195.26","","10.66","3.1376","3.0153","77.0701","77.0701","30.2034","2.4531","0.3454","0.0694","2.0219"
"1098","1.53","21.65","13","2.16","4.3243","2.5445","100","100","25","3.0499","0.4866","0.1042","1.5776"
"1099","221.5","155.05","","8.29","2.6472","2.0961","95.4356","95.4356","32.5834","4.0559","0.6212","0.055","5.0049"
"1100","57.41","66.38","18","6.15","4.8","1.9086","65.9809","65.9809","52.697","4.3684","0.6774","0.1279","5.4856"
"1101","533.82","373.67","","19.98","3.127","2.1053","30.082","30.082","71.3941","4.019","0.6184","0.0691","4.7916"
"1102","80.46","56.32","","4.2","4.2007","3.076","98.9329","98.9329","25","2.2963","0.3272","0.1006","1.3767"
"1103","252.81","176.97","","9.23","2.7269","2.5672","94.0455","94.0455","32.6993","3.3899","0.4798","0.0573","4.8443"
"1104","509.98","356.98","","18.2","2.6729","1.5204","53.4754","53.4754","74.6664","5.2611","0.7939","0.0557","8.6442"
"1105","256.38","179.46","","9.07","2.2831","2.1941","99.4554","99.4554","31.9109","3.9655","0.5918","0.0443","5.3953"
"1106","336.31","235.42","","13.45","3.7171","2.6654","52.5785","52.5785","50.9087","3.0791","0.4504","0.0864","3.2974"
"1107","112.32","78.62","","5.4","3.8406","2.6752","91.6821","91.6821","25","2.9998","0.4475","0.09","2.7172"
"1108","31.73","37.95","17","3.64","4.6382","2.6225","85.9713","85.9713","28.8274","3.0942","0.4632","0.1134","2.9112"
"1109","870.92","609.64","","30.37","2.3394","1.61","0","0","100","4.9551","0.767","0.046","7.0362"
"1110","438.79","307.15","","17.12","3.5783","2.0153","39.0203","39.0203","71.5074","4.2817","0.6454","0.0823","6.0135"
"1111","576.75","403.72","","20.3","1.8956","2.2432","48.2705","48.2705","59.4209","3.8068","0.577","0.0329","4.5932"
"1112","179.49","125.64","","8.63","4.8","2.8771","68.7684","68.7684","55.2143","3.1421","0.3869","0.1189","6.4127"
"1113","286.66","200.66","","11.87","3.5848","2.2519","58.4927","58.4927","45.911","3.6128","0.5744","0.0825","2.9899"
"1114","444.25","310.98","","15.68","2.2968","1.9875","67.8326","67.8326","55.2731","4.3524","0.6537","0.0447","6.3003"
"1115","171.69","120.18","","6.92","2.9371","1.7189","100","100","43.0513","4.9634","0.7343","0.0635","8.4259"
"1116","399.69","279.78","","14.8","2.8962","1.6604","63.6151","63.6151","64.4645","4.9678","0.7519","0.0623","7.7576"
"1117","89.7","62.91","25","5.4","4.074","2.4266","80.0269","80.0269","25","3.0524","0.522","0.0968","0.1728"
"1118","544.76","381.33","","19.23","2.6976","2.3123","52.9427","52.9427","75.6284","4.1881","0.5563","0.0565","8.7845"
"1119","351.88","246.32","","13.77","3.7229","2.6804","56.5008","56.5008","58.0147","3.2958","0.4459","0.0865","5.386"
"1120","185.64","129.94","","7.26","3.1981","2.5685","96.09","96.09","30.7296","3.3699","0.4794","0.0711","4.6847"
"1121","405.69","283.99","","16.04","3.9811","2.5003","42.4808","42.4808","72.4073","3.6899","0.4999","0.0941","6.6749"
"1122","143.52","100.46","","6.36","3.4984","2.3017","92.2666","92.2666","32.9531","3.7343","0.5595","0.08","4.6619"
"1123","277.23","194.06","","11.38","3.8918","2.7632","62.0552","62.0552","46.3471","2.9748","0.421","0.0915","3.5629"
"1124","-8.53","26.17","13","2.11","4.6069","2.4697","100","100","34.7363","3.8408","0.5091","0.1125","7.6321"
"1125","176.8","123.76","","6.74","2.9915","2.4424","100","100","25","3.769","0.5173","0.0651","6.6697"
"1126","222.24","155.57","","9.33","3.8638","2.5042","76.5414","76.5414","48.3614","3.6017","0.4987","0.0907","5.9459"
"1127","315.5","220.85","","12.05","3.2824","2.569","70.7573","70.7573","47.4131","3.4008","0.4793","0.0736","4.9627"
"1128","98","68.6","","4.66","3.6419","2.5307","100","100","25","3.4252","0.4908","0.0842","4.7131"
"1129","39.24","31.27","20","3.05","4.4126","2.925","100","100","25","2.6951","0.3725","0.1068","3.0593"
"1130","235.64","164.95","","9.8","4.0335","2.6378","75.2034","75.2034","53.7635","3.5328","0.4587","0.0956","6.9552"
"1131","401.65","281.15","","15.48","3.6256","2.6869","49.0651","49.0651","62.0808","3.2754","0.4439","0.0837","5.2848"
"1132","174.9","122.43","","6.78","2.5726","1.8605","100","100","26.9454","4.388","0.6918","0.0528","5.0765"
"1133","499.2","349.44","","17.93","3.1846","2.1807","55.4596","55.4596","82.2728","4.5735","0.5958","0.0707","10.5833"
"1134","453.08","317.15","","17.41","3.4354","2.2544","38.6988","38.6988","66.7801","3.8298","0.5737","0.0781","4.9304"
"1135","25.15","24.94","18","2.68","4.5359","2.9994","100","100","25","2.1735","0.3502","0.1104","0"
"1136","306.33","214.43","","13.03","3.9653","2.2227","48.7697","48.7697","57.2065","3.7872","0.5832","0.0936","4.1728"
"1137","279.95","195.97","","10.82","3.4653","2.5138","77.6969","77.6969","50.7477","3.6657","0.4959","0.079","6.6256"
"1138","113.09","79.16","","6.27","3.8997","2.0697","80.4335","80.4335","36.0034","3.9494","0.6291","0.0917","3.7484"
"1139","182.75","127.92","","7.82","4.4433","3.2514","83.1183","83.1183","44.7653","2.5845","0.2746","0.1077","6.0355"
"1140","121.96","85.37","","5.5","3.5395","2.1757","100","100","37.2593","4.4222","0.5973","0.0812","9.1909"
"1141","614.56","430.19","","21.59","1.7326","1.9384","40.7354","40.7354","59.4924","4.1131","0.6685","0.0282","3.5998"
"1142","489.37","342.56","","18.17","3.0293","2.0685","42.8119","42.8119","67.6588","4.1699","0.6294","0.0662","5.6745"
"1143","219.49","153.64","","10.28","3.848","1.8645","59.3439","59.3439","48.5677","4.2248","0.6906","0.0902","3.6883"
"1144","347.33","243.13","","13.46","3.1339","1.8757","61.3923","61.3923","55.1037","4.4039","0.6873","0.0693","5.4006"
"1145","215.59","150.91","","8.69","3.6376","2.71","83.9581","83.9581","40.0367","3.2235","0.437","0.084","5.1077"
"1146","131.46","92.02","","6.24","4.6316","3.0982","89.2107","89.2107","46.1025","2.9213","0.3205","0.1132","7.1455"
"1147","607.13","424.99","","22.09","2.8553","2.3568","27.9277","27.9277","77.1203","3.7836","0.543","0.0611","5.7629"
"1148","146.24","102.37","","6.59","3.5528","2.4113","86.7055","86.7055","27.2527","3.3564","0.5266","0.0815","2.6631"
"1149","336.69","235.69","","11.93","2.268","2.0008","85.1243","85.1243","42.6642","4.2821","0.6498","0.0439","5.8419"
"1150","171.07","119.75","","6.89","3.3635","2.3919","97.8931","97.8931","38.6203","3.8376","0.5324","0.076","6.6621"
"1151","19.78","32.66","16","3.03","4.8","2.7483","94.5896","94.5896","36.2571","3.2382","0.4255","0.1202","5.6999"
"1152","42.98","35.41","20","3.29","4.4387","2.7678","100","100","32.4229","3.2211","0.4197","0.1075","5.7862"
"1153","530.94","371.66","","18.83","2.5089","2.1264","52.1466","52.1466","68.098","4.2433","0.6121","0.0509","7.0212"
"1154","235.08","164.56","","10.87","4.4413","2.4677","54.2276","54.2276","55.3097","3.486","0.5097","0.1076","4.4864"
"1155","151.95","106.37","","6.11","3.4693","2.9336","100","100","25","2.7103","0.3699","0.0791","3.2968"
"1156","2.54","27.45","14","2.54","4.8","2.7936","90.6621","90.6621","25","2.7719","0.4119","0.1211","2.1453"
"1157","155.32","108.72","","7.04","3.9823","2.5443","86.1209","86.1209","41.7379","3.5268","0.4867","0.0941","5.7716"
"1158","240.26","168.18","","8.62","2.4231","2.6071","100","100","25","3.1818","0.4679","0.0484","3.4952"
"1159","355.27","248.69","","13.12","2.769","2.115","71.2047","71.2047","49.1987","4.0765","0.6155","0.0586","5.4155"
"1160","268.19","187.73","","9.34","2.0494","1.9903","100","100","31.9805","4.2709","0.6529","0.0374","5.616"
"1161","431.24","301.87","","16.54","3.7485","3.2001","43.2895","43.2895","63.3474","2.5135","0.29","0.0873","4.79"
"1162","166.2","116.34","","8.13","4.8","2.8664","71.9703","71.9703","54.7983","3.195","0.3901","0.1293","6.7499"
"1163","279.7","195.79","","11.42","3.8028","2.511","64.8584","64.8584","51.5152","3.4934","0.4967","0.0889","5.0752"
"1164","294.27","205.99","","12.12","3.6681","2.2777","58.6812","58.6812","50.4098","3.6926","0.5667","0.0849","4.0049"
"1165","157.37","110.16","","6.49","3.5294","2.6195","96.9073","96.9073","33.5759","3.3834","0.4641","0.0809","5.4204"
"1166","295.54","206.88","","11.16","2.6639","2.4079","75.7221","75.7221","29.5751","3.252","0.5276","0.0555","1.7032"
"1167","91.48","64.04","","4.8","3.0772","1.8038","96.7477","96.7477","25","3.9571","0.7089","0.0676","0.5987"
"1168","119.38","83.56","","6.53","4.8","2.8102","78.6952","78.6952","49.0771","3.2316","0.4069","0.1312","6.3918"
"1169","256.44","179.51","","10.03","3.4913","3.1663","76.825","76.825","31.4502","2.2728","0.3001","0.0797","2.2634"
"1170","286.23","200.36","","11.07","3.3531","2.2607","76.7539","76.7539","52.9258","4.0539","0.5718","0.0757","6.9785"
"1171","83.02","58.41","25","4.99","3.8265","2.1567","87.8824","87.8824","28.9348","3.7665","0.603","0.0896","3.1908"
"1172","567.96","397.57","","20.08","2.8919","2.389","48.8702","48.8702","82.8228","4.2006","0.5333","0.0622","9.8219"
"1173","169.14","118.4","","6.57","3.0911","2.5677","100","100","25","3.392","0.4797","0.068","4.8693"
"1174","110.61","77.43","","4.95","3.7828","2.8024","100","100","25.2988","3.1089","0.4093","0.0883","5.2176"
"1175","314.66","220.27","","11.96","3.6551","3.016","73.3145","73.3145","53.4782","2.9768","0.3452","0.0845","6.6395"
"1176","215.19","150.63","","8.12","2.9562","2.7644","94.2221","94.2221","25.2391","2.935","0.4207","0.064","3.2267"
"1177","114.38","80.07","","5.3","3.8264","2.4299","100","100","39.3761","4.0085","0.521","0.0896","8.6275"
"1178","147.3","103.11","","6.49","3.631","2.5635","89.5935","89.5935","28.8826","3.2318","0.4809","0.0838","3.4084"
"1179","348.9","244.23","","12.91","2.2738","2.0368","69.5927","69.5927","32.5072","3.7423","0.639","0.044","1.5275"
"1180","159.63","111.74","","7.65","4.5188","2.6619","79.8115","79.8115","54.6622","3.5922","0.4514","0.1099","7.77"
"1181","291.66","204.16","","11.23","3.2927","2.3762","75.223","75.223","48.7006","3.7662","0.5372","0.0739","5.844"
"1182","87.77","61.44","","4.31","4.1632","3.0793","100","100","25","2.5634","0.3262","0.0995","3.7669"
"1183","-40.15","17.38","11","1","4.6508","2.541","100","100","25","3.0895","0.4877","0.1138","1.8837"
"1184","222","155.4","","9.43","3.7077","2.3007","74.2066","74.2066","45.5967","3.7769","0.5598","0.0861","5.025"
"1185","177.9","124.53","","6.86","3.1646","2.8585","100","100","25","2.7746","0.3924","0.0702","2.9547"
"1186","397.88","278.52","","15.86","4.2868","3.1809","38.4887","38.4887","67.5513","2.5719","0.2957","0.1031","5.0719"
"1187","163.31","114.32","","6.72","3.379","2.4803","95.1636","95.1636","32.0061","3.5091","0.5059","0.0765","4.8415"
"1188","294.79","206.36","","11.06","2.5466","2.5045","77.4717","77.4717","25.7229","3.0494","0.4986","0.052","1.09"
"1189","294.05","205.83","","10.64","2.6833","1.9139","89.7059","89.7059","50.6762","4.6716","0.6758","0.056","8.2181"
"1190","317.25","222.07","","11.23","2.6394","2.2455","90.369","90.369","49.6023","4.1988","0.5763","0.0548","8.0706"
"1191","113.95","79.77","","6.05","4.053","2.2398","86.8918","86.8918","43.1545","3.9925","0.578","0.0962","6.1865"
"1192","275.19","192.64","","12.45","4.4187","2.1951","49.3703","49.3703","67.6594","4.0957","0.5915","0.1069","6.5529"
"1193","190.67","133.47","","8.25","4.167","3.2118","74.4511","74.4511","30.4848","2.15","0.2864","0.0996","1.7331"
"1194","462.86","324","","18.87","4.5376","2.9109","14.4554","14.4554","79.7538","2.8825","0.3767","0.1104","4.5381"
"1195","362.54","253.78","","13.18","2.776","2.1669","74.6492","74.6492","53.1745","4.157","0.5999","0.0588","6.7514"
"1196","142.47","99.73","","5.88","3.1034","2.3246","100","100","25","3.6284","0.5526","0.0684","4.0071"
"1197","135.2","94.64","","5.72","3.5107","2.5417","100","100","30.8281","3.551","0.4875","0.0803","5.9536"
"1198","308.51","215.96","","12.5","3.9142","2.8784","56.1552","56.1552","48.8617","2.7895","0.3865","0.0921","3.326"
"1199","195.62","136.94","","8.49","4.2895","3.1946","73.4703","73.4703","36.0301","2.2974","0.2916","0.1032","2.8218"
"1200","200.04","140.03","","8.49","3.5213","2.4591","77.6236","77.6236","31.8881","3.2684","0.5123","0.0806","2.4667"
"1201","351.15","245.8","","13.55","3.6872","2.6864","61.4592","61.4592","60.4193","3.4232","0.4441","0.0855","6.579"
"1202","173.55","121.49","","7.87","4.6676","3.3121","74.8088","74.8088","41.1367","2.2838","0.2564","0.1142","4.1245"
"1203","190.24","133.17","","8.77","4.4281","2.5217","75.1503","75.1503","59.4183","3.8329","0.4935","0.1072","8.1922"
"1204","67.39","47.17","","3.95","3.4811","2.1104","100","100","25","3.8394","0.6169","0.0794","3.2725"
"1205","237.78","166.44","","9.91","3.7788","2.3604","74.0881","74.0881","50.8103","3.8233","0.5419","0.0882","6.1562"
"1206","347.47","243.23","","12.84","3.5558","3.024","75.3369","75.3369","60.9231","3.1828","0.3428","0.0816","8.5482"
"1207","156.9","109.83","","7.01","4.3122","3.3623","79.7921","79.7921","25","2","0.2413","0.1038","1.2332"
"1208","176.99","123.9","","7.91","3.7692","2.2657","81.1248","81.1248","42.9607","3.8643","0.5703","0.0879","5.3715"
"1209","398.87","279.21","","14.38","2.164","2.2768","69.0543","69.0543","38.5907","3.5562","0.567","0.0408","2.7937"
"1210","240.22","168.16","","9.4","3.4575","2.806","82.1452","82.1452","37.2678","2.9947","0.4082","0.0788","4.2557"
"1211","323.96","226.77","","12.52","3.5302","2.426","68.0322","68.0322","58.0137","3.821","0.5222","0.0809","6.9299"
"1212","48.24","35.76","22","3.43","3.7466","2.2662","100","100","25","3.5657","0.5702","0.0872","2.749"
"1213","269.29","188.5","","11.05","3.6711","2.4536","65.4718","65.4718","45.8723","3.4407","0.5139","0.085","3.916"
"1214","185.86","130.1","","7.2","2.7237","2.3097","97.8752","97.8752","25","3.3693","0.5571","0.0572","1.5471"
"1215","13.58","24.21","16","2.38","4.588","2.8955","100","100","25","2.7483","0.3813","0.1119","3.1711"
"1216","216.04","151.23","","8.12","3.0583","2.7138","95.7696","95.7696","31.2671","3.1787","0.4359","0.067","4.7601"
"1217","238.29","166.81","","10.48","3.9342","2.0683","66.4638","66.4638","57.3912","4.2735","0.6295","0.0927","6.583"
"1218","234.46","164.12","","9.01","3.2841","2.9127","86.569","86.569","31.5661","2.7728","0.3762","0.0737","3.5938"
"1219","430.51","301.36","","16.44","3.3811","3.0144","44.0473","44.0473","54.938","2.5701","0.3457","0.0765","3.0414"
"1220","664.75","465.33","","22.93","2.0357","1.5394","38.4522","38.4522","76.7261","5.0578","0.7882","0.037","7.0855"
"1221","455.69","318.98","","16.85","3.1001","2.1997","51.5768","51.5768","66.979","4.106","0.5901","0.0683","6.6987"
"1222","203.81","142.66","","9.27","4.8","3.0318","67.9448","67.9448","57.5709","2.9756","0.3404","0.1354","6.8208"
"1223","533.8","373.66","","19.55","2.779","2.0267","38.3272","38.3272","67.4921","4.155","0.642","0.0589","5.0373"
"1224","448.74","314.12","","16.82","3.1265","2.6573","47.1375","47.1375","58.0609","3.1863","0.4528","0.069","4.1423"
"1225","86.35","62.33","23","5.34","4.1589","2.1983","87.227","87.227","41.6408","4.0169","0.5905","0.0993","5.8983"
"1226","45.06","46.43","18","4.4","4.6914","2.519","79.8562","79.8562","33.251","3.254","0.4943","0.1149","3.0655"
"1227","288.39","201.87","","12.21","4.4646","3.0711","51.1997","51.1997","54.3619","2.5866","0.3287","0.1083","3.8725"
"1228","209.89","146.92","","9.54","4.8","3.0328","65.7267","65.7267","57.0197","2.9267","0.3401","0.1199","6.4025"
"1229","483.81","338.66","","17.37","2.4548","2.489","56.75","56.75","56.469","3.5242","0.5033","0.0493","5.0793"
"1230","280.57","196.4","","11.59","3.7165","2.7237","57.4544","57.4544","38.3361","2.7588","0.4329","0.0864","1.1844"
"1231","113.32","79.33","","5.62","3.6076","1.8142","100","100","51.2941","5.0499","0.7057","0.0832","10.3408"
"1232","420.34","294.24","","16.6","3.7369","2.3143","37.8326","37.8326","67.2719","3.7465","0.5557","0.087","4.9226"
"1233","131.98","92.38","","6.15","4.1416","2.7715","90.3358","90.3358","38.2336","3.1909","0.4185","0.0988","5.5651"
"1234","543.92","380.75","","19.41","2.3657","2.2557","47.5421","47.5421","63.2718","3.8749","0.5733","0.0467","5.3428"
"1235","226.67","158.67","","8.87","2.8308","2.1639","84.8981","84.8981","28.927","3.711","0.6008","0.0604","2.7894"
"1236","262.23","183.56","","10.64","3.7197","2.8777","67.4772","67.4772","38.3787","2.7006","0.3867","0.0864","2.5359"
"1237","192.3","134.61","","8.05","3.0698","1.8951","85.0571","85.0571","34.7441","4.2284","0.6815","0.0674","4.0905"
"1238","331.17","231.82","","12.54","3.1651","2.3446","70.0496","70.0496","51.0045","3.7884","0.5466","0.0702","5.6581"
"1239","434.59","304.21","","16.19","3.0272","2.0735","52.9466","52.9466","62.4175","4.1863","0.628","0.0661","5.8786"
"1240","241.96","169.37","","10.23","4.1592","3.2636","61.7557","61.7557","34.1645","2","0.2709","0.0993","0.8426"
"1241","250.71","175.49","","11.58","4.5711","2.4448","50.6737","50.6737","62.1539","3.6345","0.5166","0.1114","5.5162"
"1242","605.02","423.51","","21.95","2.4159","2.7228","31.7584","31.7584","67.1648","3.0898","0.4332","0.0482","4.0856"
"1243","173.87","121.71","","8.47","4.2108","2.2105","72.565","72.565","53.184","4.0656","0.5869","0.1009","6.4744"
"1244","173.36","121.35","","6.92","2.654","1.6262","99.0664","99.0664","35.4106","4.8279","0.7621","0.0552","6.1132"
"1245","505.48","353.84","","19.34","3.4151","3.0097","26.5847","26.5847","63.8637","2.534","0.3471","0.0775","2.6666"
"1246","7.68","23.92","14","2.31","4.32","2.555","100","100","25","3.2475","0.4835","0.1041","3.4427"
"1247","393.69","275.58","","15.1","3.6301","2.5496","53.7201","53.7201","65.6062","3.6231","0.4851","0.0838","6.6837"
"1248","375.48","262.84","","13.98","3.0962","2.5788","65.1746","65.1746","52.7775","3.4365","0.4764","0.0682","5.3953"
"1249","169.07","118.35","","9.17","4.7609","2.3368","57.71","57.71","57.4521","3.7727","0.549","0.117","5.4241"
"1250","387.41","271.19","","14.93","3.7455","2.5083","54.6125","54.6125","69.0657","3.78","0.4975","0.0872","7.5643"
"1251","417.03","291.92","","17.04","4.2467","2.5238","28.2546","28.2546","73.5239","3.469","0.4928","0.1019","5.0155"
"1252","465.72","326","","17.82","3.5616","2.2975","38.2528","38.2528","72.8378","3.9151","0.5607","0.0818","6.2034"
"1253","114.38","80.77","24","6.62","4.2765","2.1697","77.4741","77.4741","45.8472","4.0131","0.5991","0.1028","5.5177"
"1254","114.47","80.13","","6.25","4.2193","2.4398","79.5068","79.5068","36.3279","3.4346","0.5181","0.1011","3.6957"
"1255","235.3","164.71","","9.79","4.5049","3.3766","71.5994","71.5994","50.0862","2.3701","0.237","0.1095","5.6636"
"1256","311","217.7","","12.12","3.8021","2.9913","67.09","67.09","52.5716","2.8934","0.3526","0.0889","5.6065"
"1257","353.82","247.68","","12.34","2.374","1.701","87.2408","87.2408","56.3969","5.0698","0.7397","0.047","9.1465"
"1258","258","180.6","","9.03","1.8264","1.7362","99.7544","99.7544","27.2988","4.4843","0.7291","0.0309","4.4207"
"1259","81.93","57.35","","4.34","3.8782","2.6766","97.9177","97.9177","25","2.8578","0.447","0.0911","1.4858"
"1260","645.24","451.67","","21.94","2.1548","1.5","47.9191","47.9191","82.1079","5.4133","0.805","0.0405","9.5373"
"1261","224.54","157.18","","8.15","1.9912","1.7909","100","100","25","4.165","0.7127","0.0357","2.2715"
"1262","176.79","123.76","","6.81","3.0525","2.5478","100","100","26.9427","3.4121","0.4857","0.0669","4.8046"
"1263","322.96","226.08","","12.34","3.3907","2.3376","71.2938","71.2938","57.4121","3.9772","0.5487","0.0768","7.2344"
"1264","452.36","316.65","","17.67","3.9548","2.5959","34.2039","34.2039","75.6282","3.5131","0.4712","0.0933","6.2751"
"1265","-86","16.2","10","-0.26","4.8","2.2789","100","100","25","3.8645","0.5663","0.1217","5.532"
"1266","148.2","103.74","","6.65","3.8691","2.3977","92.3323","92.3323","45.6061","3.9196","0.5307","0.0908","7.4544"
"1267","186.97","130.88","","7.14","3.2129","3.0723","100","100","25","2.4225","0.3283","0.0716","2.4424"
"1268","382.78","267.95","","14.49","2.8823","2.4029","56.6538","56.6538","44.0266","3.33","0.5291","0.0619","2.3291"
"1269","80.3","57.18","24","4.77","4.3991","2.568","94.5086","94.5086","44.1277","3.6816","0.4796","0.1064","7.4206"
"1270","413.36","289.35","","16.34","3.7801","2.5567","37.8563","37.8563","63.5504","3.3205","0.483","0.0882","4.1071"
"1271","218.29","152.8","","8.5","2.7164","2.0921","87.7538","87.7538","27.0434","3.8061","0.6224","0.057","2.7575"
"1272","304.21","212.95","","12.03","2.9508","1.5502","67.5253","67.5253","50.2315","4.823","0.7849","0.0639","5.15"
"1273","123.83","86.68","","5.55","3.9157","2.8279","96.6414","96.6414","31.4824","3.0405","0.4016","0.0922","4.9242"
