"draw","cumulative","peakDebt","breakEven","year10Cost","northGrowth","southGrowth","ukPensionShare","ukDebtShare","reratingScope","interestRate","taxMultiplier","investmentOutputReturn","oneOffTransitionCost"
"1274","507.45","355.21","","17.85","2.5543","1.9009","58.9778","58.9778","70.8538","4.7262","0.6797","0.0523","8.5423"
"1275","-16.43","20.63","11","1.71","4.3244","2.3801","100","100","25","3.4145","0.536","0.1042","2.7962"
"1276","124.54","87.18","","5.34","3.4479","2.4907","100","100","25","3.6891","0.5028","0.0785","6.5523"
"1277","37.66","31.19","19","2.94","4.657","3.145","100","100","25","2.593","0.3065","0.1139","4.8235"
"1278","246.29","172.4","","9.35","3.6254","2.7808","90.3157","90.3157","52.3183","3.5299","0.4158","0.0837","8.661"
"1279","249.65","174.76","","8.84","2.1713","2.305","100","100","25","3.6627","0.5585","0.041","4.0732"
"1280","188.19","131.73","","7.33","3.289","2.7815","95.5212","95.5212","28.8914","3.0226","0.4156","0.0738","4.2042"
"1281","118.13","82.69","","5.21","4.1385","3.1269","100","100","31.921","2.739","0.3119","0.0987","5.8884"
"1282","74.76","52.33","","4.22","3.6414","2.1354","100","100","30.8202","4.1814","0.6094","0.0841","6.5846"
"1283","306.84","214.79","","11.33","3.3109","2.8303","82.7549","82.7549","51.3819","3.3234","0.4009","0.0745","7.4425"
"1284","47.61","41.21","19","3.85","4.8","2.9403","89.475","89.475","32.2381","2.7958","0.3679","0.12","4.1308"
"1285","159.62","111.74","","7.64","4.3478","2.7878","73.3036","73.3036","38.1245","2.9066","0.4137","0.1049","3.2602"
"1286","313","219.1","","11.72","3.0078","2.7961","75.71","75.71","38.5568","2.9426","0.4112","0.0656","3.6776"
"1287","101.43","71","","4.72","4.3884","3.2288","100","100","31.9644","2.7109","0.2814","0.1061","6.8748"
"1288","206.53","144.57","","7.84","2.9337","2.7166","95.6373","95.6373","25","2.94","0.435","0.0634","2.6929"
"1289","242.31","169.62","","10.9","4.3789","2.6548","54.1957","54.1957","50.1023","3.0981","0.4536","0.1058","3.3366"
"1290","88.36","61.85","","4.93","4.5064","2.8767","91.1178","91.1178","36.7639","3.0214","0.387","0.1095","5.3464"
"1291","260.7","182.49","","10.97","3.8886","2.267","66.6504","66.6504","56.6008","3.9833","0.5699","0.0914","6.4341"
"1292","378.48","264.93","","15","3.7727","3.3886","39.7431","39.7431","40.7599","2","0.2334","0.088","0"
"1293","641.08","448.75","","21.02","1.9112","1.9405","67.7899","67.7899","87.8639","5.2311","0.6678","0.0334","12"
"1294","-16.84","21.5","11","1.7","4.3695","2.404","100","100","25","3.5195","0.5288","0.1055","4.0098"
"1295","420.52","294.37","","16.71","3.6207","2.634","31.7398","31.7398","54.9538","2.9063","0.4598","0.0835","1.3967"
"1296","110.43","77.82","25","6.09","3.8368","1.6341","95.6786","95.6786","62.4668","5.4419","0.7598","0.0899","11.6118"
"1297","293.64","205.55","","11.01","3.2883","2.7997","80.7826","80.7826","45.9176","3.1989","0.4101","0.0738","5.9762"
"1298","5.09","23.73","14","2.22","4.4186","2.6318","100","100","25","3.1961","0.4605","0.1069","3.9203"
"1299","123.64","86.55","","5.62","3.589","2.4153","96.0299","96.0299","30.958","3.5855","0.5254","0.0826","4.7269"
"1300","160.65","112.46","","6.34","3.0932","2.4681","100","100","25","3.5446","0.5096","0.0681","5.0064"
"1301","439.86","307.9","","16.04","2.7357","2.0289","58.3805","58.3805","59.4113","4.2552","0.6413","0.0576","5.9449"
"1302","457.98","320.58","","16.88","3.0161","2.6536","52.1902","52.1902","60.8721","3.3385","0.4539","0.0658","5.4373"
"1303","260.94","182.66","","10.26","3.174","2.2963","76.4792","76.4792","39.3334","3.6609","0.5611","0.0704","3.9514"
"1304","140.92","98.65","","5.75","3.6171","2.9012","100","100","25","3.0535","0.3796","0.0834","5.9255"
"1305","205.38","143.77","","7.88","2.9195","2.3129","94.689","94.689","31.6654","3.7234","0.5561","0.063","4.703"
"1306","395.91","277.13","","14.45","2.9349","2.5526","67.61","67.61","55.4292","3.576","0.4842","0.0634","6.3048"
"1307","467.08","326.96","","16.55","2.4932","2.3035","64.1694","64.1694","60.298","3.9879","0.559","0.0505","6.9152"
"1308","302.08","211.45","","12.94","4.1171","2.3979","47.4122","47.4122","56.8107","3.5158","0.5306","0.0981","3.904"
"1309","450.42","315.3","","16.2","3.1456","2.312","63.6747","63.6747","74.714","4.3291","0.5564","0.0696","10.0205"
"1310","167.78","117.45","","6.82","3.5321","2.666","95.8759","95.8759","34.4999","3.3269","0.4502","0.0809","5.4855"
"1311","167.12","116.98","","6.67","2.7293","1.8992","98.7715","98.7715","28.9282","4.286","0.6802","0.0574","4.6475"
"1312","556.66","389.66","","19.64","1.935","2.6624","54.3076","54.3076","58.7939","3.3066","0.4513","0.0341","5.2637"
"1313","290.32","203.23","","10.75","2.6973","2.7312","82.8321","82.8321","29.8337","2.9221","0.4306","0.0565","2.7122"
"1314","120.68","84.48","","6.54","4.8","2.854","78.4829","78.4829","47.587","3.1309","0.3938","0.1234","6.0355"
"1315","510.62","357.43","","17.65","1.8378","1.7481","62.946","62.946","55.8939","4.6227","0.7256","0.0312","5.7825"
"1316","208.62","146.03","","9.24","4.2823","3.0537","64.456","64.456","35.47","2.34","0.3339","0.1029","1.4914"
"1317","404.5","283.15","","15.18","3.0795","2.7691","56.096","56.096","50.6344","2.9832","0.4193","0.0677","3.7081"
"1318","216.2","151.34","","8.99","3.6992","2.7515","75.9602","75.9602","34.2767","2.9007","0.4245","0.0858","2.7694"
"1319","249.98","174.99","","10.1","3.1474","2.1309","73.3462","73.3462","36.35","3.7661","0.6107","0.0697","2.8755"
"1320","150.16","105.11","","8.02","4.7806","2.6744","65.1062","65.1062","48.8553","3.206","0.4477","0.1176","4.5233"
"1321","226.38","158.47","","10.44","4.599","2.8448","53.7578","53.7578","48.7937","2.7975","0.3966","0.1122","2.99"
"1322","151.99","106.39","","7.37","3.9927","2.2924","78.8703","78.8703","41.9118","3.7672","0.5623","0.0945","4.8389"
"1323","220.62","154.43","","8.74","3.4405","2.8938","83.4128","83.4128","30.1389","2.715","0.3819","0.0783","2.8571"
"1324","138.89","97.22","","6.87","3.725","2.0682","81.6199","81.6199","37.1958","3.9993","0.6295","0.0866","4.1696"
"1325","364.95","255.46","","13.8","2.9407","2.1024","62.2835","62.2835","49.9859","3.9779","0.6193","0.0636","4.394"
"1326","188.22","131.75","","8.49","3.8928","2.2384","76.822","76.822","47.5297","3.9507","0.5785","0.0915","5.8005"
"1327","577.88","404.51","","21.64","3.6051","2.7711","22.2854","22.2854","85.5509","3.3389","0.4187","0.0831","6.862"
"1328","109.81","77.16","25","6.16","4.6015","2.585","83.3987","83.3987","49.7417","3.6295","0.4745","0.1123","7.1679"
"1329","241.25","168.87","","9.62","3.2367","2.4926","77.1914","77.1914","32.5238","3.2317","0.5022","0.0723","2.5487"
"1330","533.58","373.51","","18.18","1.4972","1.8986","66.4064","66.4064","53.762","4.4151","0.6804","0.0213","5.7769"
"1331","254.43","178.1","","10.15","3.2708","2.3847","74.6747","74.6747","37.4233","3.4642","0.5346","0.0733","3.2896"
"1332","554.02","387.81","","19.78","2.4676","1.757","43.9126","43.9126","68.8142","4.6439","0.7229","0.0497","6.0761"
"1333","279.86","195.91","","10.83","3.4737","2.7338","76.0352","76.0352","45.2711","3.201","0.4299","0.0792","5.1983"
"1334","163.31","114.32","","6.46","3.1443","2.4574","100","100","28.5475","3.5702","0.5128","0.0696","5.102"
"1335","340.07","238.05","","11.8","1.8968","1.9868","89.5074","89.5074","36.5717","4.2157","0.654","0.033","5.0885"
"1336","396.91","277.83","","14.94","2.8262","2.0469","56.0815","56.0815","50.1182","3.9631","0.6359","0.0602","3.5926"
"1337","227.57","159.3","","9.02","2.9801","1.9495","84.8182","84.8182","39.0787","4.2583","0.6651","0.0647","5.0121"
"1338","281.18","196.83","","10.31","3.0415","2.3868","89.5032","89.5032","49.7607","3.9953","0.5339","0.0666","7.9895"
"1339","320.46","224.33","","13.06","4.0823","2.7542","53.5043","53.5043","58.0525","3.1497","0.4237","0.0971","4.993"
"1340","216.74","151.72","","9.67","4.3622","2.4428","72.3929","72.3929","63.6386","4.005","0.5172","0.1053","8.7514"
"1341","519.68","363.78","","18.52","2.651","2.0091","52.0524","52.0524","70.3876","4.4605","0.6473","0.0551","7.5123"
"1342","135.78","95.05","","5.69","3.5109","2.7243","99.6323","99.6323","26.1545","3.0954","0.4327","0.0803","4.1526"
"1343","129.44","90.61","","6.87","4.6332","2.9235","70.3875","70.3875","33.3811","2.557","0.3729","0.1132","1.8262"
"1344","246.93","172.85","","8.97","2.5021","2.4032","95.5417","95.5417","28.5777","3.5351","0.529","0.0507","4.1379"
"1345","447.19","313.03","","17.13","3.4162","2.3556","40.7022","40.7022","64.9901","3.6763","0.5433","0.0775","4.8049"
"1346","462.37","323.66","","17.29","2.8555","2.189","44.1878","44.1878","56.074","3.7356","0.5933","0.0611","3.3101"
"1347","166.42","116.5","","6.54","2.7773","2.1717","100","100","25","3.7778","0.5985","0.0588","3.473"
"1348","352.86","247","","13.27","3.097","3.0027","66.3641","66.3641","42.0381","2.6033","0.3492","0.0682","3.1919"
"1349","397.13","277.99","","14.95","3.0731","2.7038","56.2166","56.2166","49.3385","3.0424","0.4389","0.0675","3.4391"
"1350","204.6","143.22","","8.46","3.0689","1.8897","83.7272","83.7272","36.8","4.267","0.6831","0.0674","4.3647"
"1351","131.7","92.19","","5.55","3.8974","3.2899","100","100","25","2.0756","0.263","0.0917","2.0236"
"1352","176.86","123.8","","9.02","4.4992","2.4042","60.0735","60.0735","48.6436","3.4957","0.5287","0.1093","3.8027"
"1353","92.62","64.84","","4.52","3.9687","3.0163","100","100","25","2.0492","0.3451","0.0937","0"
"1354","326.48","228.54","","11.8","2.3385","2.6238","82.6396","82.6396","31.069","3.0978","0.4629","0.0459","2.9582"
"1355","409.68","286.78","","15.47","3.4898","2.5597","54.87","54.87","65.8782","3.6335","0.4821","0.0797","6.8975"
"1356","233.09","163.16","","9.37","3.2382","2.1272","80.8209","80.8209","41.7631","4.0203","0.6118","0.0723","5.0674"
"1357","475.15","332.61","","18.28","3.4599","2.5027","31.7816","31.7816","65.1975","3.3435","0.4992","0.0788","3.6559"
"1358","180.31","126.22","","7.05","3.2216","2.8352","96.825","96.825","25","2.7823","0.3994","0.0718","2.7403"
"1359","423.53","296.47","","16.34","3.4875","2.5291","43.008","43.008","60.9492","3.3719","0.4913","0.0796","4.2247"
"1360","310.66","217.46","","11.68","2.8207","1.5","78.1476","78.1476","52.6724","5.5878","0.9","0.0601","7.1094"
"1361","98.02","68.91","25","5.63","4.7557","2.9037","82.8146","82.8146","41.1042","2.9664","0.3789","0.1168","5.1894"
"1362","317.98","222.59","","12.37","3.6","2.6041","66.6129","66.6129","54.3869","3.4639","0.4688","0.0829","5.942"
"1363","120.56","84.39","","5.9","3.9729","2.568","88.2648","88.2648","32.5474","3.297","0.4796","0.0939","4.0368"
"1364","363.8","254.66","","13.28","2.6951","1.8129","73.5272","73.5272","55.5429","4.686","0.7061","0.0564","7.1222"
"1365","152.55","106.78","","6.37","3.2937","2.098","100","100","41.0253","4.3512","0.6206","0.0739","7.626"
"1366","244.95","171.47","","9.57","3.3138","2.6184","81.4113","81.4113","37.159","3.2387","0.4645","0.0745","4.1335"
"1367","113.88","79.71","","5.12","3.9918","2.8542","100","100","32.3928","3.2421","0.3937","0.0944","7.0171"
"1368","173.74","121.62","","8.56","4.8","2.9633","62.3654","62.3654","45.8223","2.6912","0.361","0.14","3.489"
"1369","218.24","152.77","","9.95","4.3649","2.722","59.0939","59.0939","45.2143","2.9581","0.4334","0.1054","2.9171"
"1370","136.44","95.51","","6.33","3.6108","2.0936","92.8384","92.8384","42.0928","4.2576","0.6219","0.0832","6.7492"
"1371","174.25","121.97","","6.69","2.8021","2.167","100","100","25","4.115","0.5999","0.0595","6.3825"
"1372","364.17","254.92","","13.12","2.5728","2.4666","76.6437","76.6437","44.9717","3.5702","0.51","0.0528","5.2139"
"1373","348.74","244.12","","13.43","2.9492","2.4028","58.5874","58.5874","38.7005","3.2265","0.5292","0.0638","1.4163"
"1374","170.7","119.49","","7.14","3.4218","2.7979","89.2364","89.2364","25","2.417","0.4106","0.0777","0"
"1375","366.07","256.25","","13.82","3.7349","3.0059","64.8021","64.8021","63.527","3.1124","0.3482","0.0869","7.7103"
"1376","298.75","209.13","","11.76","2.9279","1.9069","66.6422","66.6422","40.2598","4.0698","0.6779","0.0632","2.8379"
"1377","313.03","219.12","","11.95","3.1489","2.1258","72.9169","72.9169","52.2025","4.1628","0.6122","0.0697","6.3056"
"1378","100.91","70.73","25","5.85","4.1017","2.3183","79.6054","79.6054","31.7088","3.4877","0.5545","0.0976","2.6927"
"1379","201.58","141.11","","8.02","2.9318","1.7388","93.4135","93.4135","43.9835","4.8015","0.7284","0.0633","7.2422"
"1380","157.51","110.26","","6.46","3.548","2.4452","100","100","41.8513","3.9027","0.5164","0.0814","7.8802"
"1381","189.13","132.39","","7.69","3.7215","2.7583","90.2747","90.2747","39.8782","3.2493","0.4225","0.0865","5.9187"
"1382","244.3","171.01","","9.01","2.491","2.2421","92.5269","92.5269","27.9335","3.6946","0.5774","0.0504","3.5925"
"1383","174.33","122.03","","6.9","3.0412","2.0184","100","100","39.2395","4.4693","0.6445","0.0665","7.703"
"1384","115.05","80.53","","5.63","4.2222","2.6195","95.2768","95.2768","46.0123","3.6695","0.4641","0.1012","7.938"
"1385","175.69","122.99","","7.97","4.5345","2.7235","83.7063","83.7063","61.51","3.7379","0.4329","0.1103","9.7981"
"1386","134.9","94.43","","5.7","3.2256","2.4647","100","100","25","3.234","0.5106","0.072","2.2317"
"1387","150.23","105.16","","6.08","3.5399","2.9869","99.4775","99.4775","25","2.6294","0.3539","0.0812","3.2298"
"1388","129.33","90.53","","6.59","4.0689","2.3651","81.6745","81.6745","38.997","3.637","0.5405","0.0967","4.5731"
"1389","44.69","45.14","18","4.27","4.7724","2.653","81.2361","81.2361","32.8724","3.0813","0.4541","0.1173","3.167"
"1390","148.43","103.9","","7.21","3.6506","2.2684","74.5652","74.5652","25","3.2162","0.5695","0.0844","0"
"1391","296.16","207.31","","11.86","3.9787","3.0135","63.0744","63.0744","50.5446","2.751","0.3459","0.094","4.6228"
"1392","61.04","42.73","","3.7","3.9089","2.5444","100","100","25","3.2501","0.4867","0.092","3.3379"
"1393","284.97","199.48","","11.19","3.313","2.3828","71.2054","71.2054","44.1129","3.5812","0.5351","0.0745","4.2967"
"1394","189","132.3","","7.41","3.2313","2.2872","97.5949","97.5949","41.2869","4.0436","0.5638","0.0721","7.2089"
"1395","294.42","206.09","","10.07","1.8108","1.9902","100","100","31.6333","4.2577","0.6529","0.0304","5.4989"
"1396","299.17","209.42","","12","3.5922","2.4308","63.0512","63.0512","49.5489","3.527","0.5208","0.0827","4.4007"
"1397","18.8","34.81","17","3.1","4.8","2.5379","99.8314","99.8314","50.5577","3.9647","0.4886","0.1316","9.5479"
"1398","288.6","202.02","","11.52","3.5219","2.4005","67.2528","67.2528","48.4521","3.6052","0.5298","0.0806","4.722"
"1399","169.87","118.91","","7.32","3.8458","2.8534","84.1776","84.1776","30.4851","2.7909","0.394","0.0901","3.0357"
"1400","344.92","241.44","","12.89","3.2039","2.8763","70.4666","70.4666","47.8821","2.9856","0.3871","0.0713","5.027"
"1401","59.7","43.8","22","3.76","4.1692","2.5444","100","100","32.0574","3.8367","0.4867","0.0996","8.5002"
"1402","157.33","110.13","","7.25","3.7678","2.4856","79.002","79.002","29.1695","3.185","0.5043","0.0879","2.0532"
"1403","209.01","146.31","","7.74","2.4924","1.7166","100","100","35.0964","4.9168","0.735","0.0504","7.9878"
"1404","231.04","161.73","","9.66","3.8859","2.8587","70.1682","70.1682","37.6392","2.7493","0.3924","0.0913","2.7336"
"1405","305.75","214.02","","12.04","3.5619","2.3411","67.6767","67.6767","55.776","3.8764","0.5477","0.0818","6.39"
"1406","277.89","194.52","","10.75","3.2127","2.8032","74.5336","74.5336","33.7819","2.7955","0.409","0.0716","2.4696"
"1407","322.25","225.57","","13.91","4.2645","2.1839","43.799","43.799","69.0484","4.0611","0.5948","0.1024","6.1124"
"1408","181.22","126.85","","7.62","4.0212","3.3928","82.4714","82.4714","25","2","0.2322","0.0953","0.2238"
"1409","167.63","117.34","","6.6","3.3637","2.6514","100","100","32.3121","3.4088","0.4546","0.076","6.0292"
"1410","591.15","413.8","","21.87","3.2445","2.3893","24.1318","24.1318","81.6654","3.7947","0.5332","0.0725","6.2545"
"1411","63.38","44.62","24","3.85","3.5099","2.0561","100","100","25","4.1533","0.6332","0.0803","5.3785"
"1412","249.1","174.37","","10.21","3.2944","2.1766","70.7","70.7","37.8914","3.7015","0.597","0.074","2.8603"
"1413","278.67","195.07","","9.94","2.6107","2.457","94.8753","94.8753","38.9766","3.711","0.5129","0.0539","6.3364"
"1414","333.63","233.54","","12.84","3.245","2.5193","64.0332","64.0332","46.4351","3.3424","0.4942","0.0725","3.8471"
"1415","266.44","186.51","","10.77","3.8538","2.7367","70.0185","70.0185","49.2087","3.204","0.429","0.0904","5.2588"
"1416","500.69","350.48","","18.86","3.504","2.6199","35.6968","35.6968","74.1923","3.4669","0.464","0.0801","6.1591"
"1417","275.46","192.82","","10.99","3.9403","3.1313","69.0498","69.0498","45.8845","2.5636","0.3106","0.0929","4.3978"
"1418","113.21","79.41","25","6.57","4.8","2.9498","66.2537","66.2537","30.5575","2.3874","0.3651","0.1241","0.6514"
"1419","93.05","65.13","","4.59","3.3733","2.1782","100","100","25","3.8539","0.5965","0.0763","4.2213"
"1420","217.55","152.29","","9.38","4.0038","2.8798","67.3926","67.3926","34.9103","2.6098","0.3861","0.0948","1.7615"
"1421","-40.88","19.51","11","1.13","4.221","2.0562","99.6867","99.6867","25","3.9502","0.6331","0.1011","3.5915"
"1422","220.73","154.51","","8.33","3.0222","2.9235","93.1501","93.1501","25","2.6672","0.373","0.066","2.7956"
"1423","206.23","144.36","","8.11","3.2801","2.3927","91.8349","91.8349","39.7025","3.7713","0.5322","0.0736","6.089"
"1424","281.68","197.18","","11.64","4.1187","2.9431","59.246","59.246","49.4491","2.7623","0.3671","0.0981","3.8692"
"1425","216.59","151.61","","8.46","3.9912","3.1943","90.7727","90.7727","47.3236","2.8435","0.2917","0.0944","7.6234"
"1426","369.42","258.59","","14.41","3.9588","2.4848","57.481","57.481","74.3258","3.9875","0.5046","0.0935","9.1057"
"1427","58.44","40.91","","3.58","4.3119","3.0472","100","100","25","2.2169","0.3358","0.1038","0.33"
"1428","327.2","229.04","","11.48","1.8684","1.6412","87.6247","87.6247","36.2","4.6529","0.7576","0.0321","4.7546"
"1429","289.79","202.85","","11.02","3.3917","2.5096","79.3993","79.3993","52.4202","3.7392","0.4971","0.0768","7.2216"
"1430","345.66","241.96","","13.29","2.8933","1.7901","62.6547","62.6547","49.2787","4.3952","0.713","0.0622","4.2881"
"1431","370.02","259.02","","14.03","3.3162","2.5688","60.9826","60.9826","54.9914","3.4418","0.4793","0.0746","5.321"
"1432","477.54","334.28","","18.16","3.7055","3.1062","36.6967","36.6967","70.7346","2.727","0.3181","0.086","5.5323"
"1433","149.7","104.79","","6.05","3.6603","3.1737","100","100","25","2.3325","0.2979","0.0847","2.8779"
"1434","231.33","161.93","","9.15","3.3934","1.7868","92.4359","92.4359","65.7386","5.2645","0.714","0.0769","11.8974"
